,persona,aspect,reverse,item,options,answers,reverse_answers,reverse_options,instruction,meta,coagulator,test_name,p1,p2,p3,p4,p5,prompt,log
198,,E,1,Rarely feels excited or eager,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,0.0,0.0,1.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Rarely feels excited or eager""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",A
199,,E,1,Tends to be quiet,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,0.0,0.0,1.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Tends to be quiet""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",A
200,,E,1,Is less active than other people,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,1.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Is less active than other people""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",C
201,,E,1,"Is sometimes shy, introverted",ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,1.0,0.0,0.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Is sometimes shy, introverted""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",E
202,,E,1,Finds it hard to influence people,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,0.0,0.0,1.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Finds it hard to influence people""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",A
203,,E,1,Prefers to have others take charge,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,1.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Prefers to have others take charge""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",C
204,,C,0,"Is dependable, steady",ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,0.0,0.0,1.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Is dependable, steady""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",E
205,,C,0,"Is systematic, likes to keep things in order",ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,0.0,0.0,1.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Is systematic, likes to keep things in order""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",E
206,,C,0,Keeps things neat and tidy,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,0.0,1.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Keeps things neat and tidy""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",D
207,,C,0,"Is efficient, gets things done",ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,0.0,1.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Is efficient, gets things done""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",D
208,,C,0,"Is reliable, can always be counted on",ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,0.0,1.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Is reliable, can always be counted on""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",D
209,,C,0,"Is persistent, works until the task is finished",ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,0.0,0.0,1.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Is persistent, works until the task is finished""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",E
210,,C,1,Tends to be disorganized,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,0.0,0.0,1.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Tends to be disorganized""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",A
211,,C,1,Tends to be lazy,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,0.0,1.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Tends to be lazy""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",B
212,,C,1,Has difficulty getting started on tasks,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,1.0,0.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Has difficulty getting started on tasks""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",D
213,,C,1,Can be somewhat careless,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,1.0,0.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Can be somewhat careless""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",D
214,,C,1,"Leaves a mess, doesn’t clean up",ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,0.0,1.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Leaves a mess, doesn’t clean up""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",B
215,,C,1,Sometimes behaves irresponsibly,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,1.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Sometimes behaves irresponsibly""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",C
216,,A,0,"Is compassionate, has a soft heart",ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,0.0,0.0,1.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Is compassionate, has a soft heart""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",E
217,,A,0,"Is respectful, treats others with respect",ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,0.0,0.0,1.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Is respectful, treats others with respect""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",E
218,,A,0,Has a forgiving nature,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,0.0,1.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Has a forgiving nature""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",D
219,,A,0,Is helpful and unselfish with others,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,0.0,0.0,1.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Is helpful and unselfish with others""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",E
220,,A,0,"Is polite, courteous to others",ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,0.0,1.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Is polite, courteous to others""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",D
221,,A,0,Assumes the best about people,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,0.0,0.0,1.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Assumes the best about people""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",E
222,,A,1,Tends to find fault with others,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,1.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Tends to find fault with others""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",C
223,,A,1,Feels little sympathy for others,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,1.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Feels little sympathy for others""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",C
224,,A,1,Starts arguments with others,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,1.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Starts arguments with others""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",C
225,,A,1,Is sometimes rude to others,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,1.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Is sometimes rude to others""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",C
226,,A,1,Is suspicious of others’ intentions,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,1.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Is suspicious of others’ intentions""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",C
227,,A,1,Can be cold and uncaring,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,1.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Can be cold and uncaring""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",C
228,,N,0,"Is moody, has up and down mood swings",ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,1.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Is moody, has up and down mood swings""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",C
229,,N,0,Can be tense,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,1.0,0.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Can be tense""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",B
230,,N,0,Worries a lot,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,1.0,0.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Worries a lot""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",B
231,,N,0,Often feels sad,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,1.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Often feels sad""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",C
232,,N,0,"Tends to feel depressed, blue",ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,1.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Tends to feel depressed, blue""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",C
233,,N,0,"Is temperamental, gets emotional easily",ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,0.0,1.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Is temperamental, gets emotional easily""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",D
234,,N,1,"Is relaxed, handles stress well",ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,1.0,0.0,0.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Is relaxed, handles stress well""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",E
235,,N,1,Stays optimistic after experiencing a setback,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,1.0,0.0,0.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Stays optimistic after experiencing a setback""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",E
236,,N,1,"Feels secure, comfortable with self",ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,1.0,0.0,0.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Feels secure, comfortable with self""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",E
237,,N,1,"Is emotionally stable, not easily upset",ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,1.0,0.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Is emotionally stable, not easily upset""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",D
238,,N,1,Keeps their emotions under control,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,1.0,0.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Keeps their emotions under control""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",D
239,,N,1,Rarely feels anxious or afraid,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,1.0,0.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Rarely feels anxious or afraid""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",D
240,,O,0,Is curious about many different things,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,0.0,0.0,1.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Is curious about many different things""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",E
241,,O,0,"Is inventive, finds clever ways to do things",ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,0.0,0.0,1.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Is inventive, finds clever ways to do things""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",E
242,,O,0,"Is fascinated by art, music, or literature",ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,0.0,0.0,1.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Is fascinated by art, music, or literature""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",E
243,,O,0,Values art and beauty,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,0.0,0.0,1.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Values art and beauty""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",E
244,,O,0,"Is complex, a deep thinker",ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,0.0,1.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Is complex, a deep thinker""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",D
245,,O,0,"Is original, comes up with new Ideas",ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,0.0,0.0,1.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Is original, comes up with new Ideas""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",E
246,,O,1,Has few artistic interests,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,1.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Has few artistic interests""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",C
247,,O,1,"Avoids intellectual, philosophical discussions",ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,1.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Avoids intellectual, philosophical discussions""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",C
248,,O,1,Has little creativity,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,1.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Has little creativity""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",C
249,,O,1,Has difficulty imagining things,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,1.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Has difficulty imagining things""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",C
250,,O,1,Thinks poetry and plays are boring,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,1.0,0.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Thinks poetry and plays are boring""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",D
251,,O,1,Has little interest in abstract Ideas,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,1.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Has little interest in abstract Ideas""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",C
252,,E,0,"Is outgoing, sociable",ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,0.0,1.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Is outgoing, sociable""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",D
253,,E,0,Has an assertive personality,ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,1.0,0.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Has an assertive personality""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",C
254,,E,0,"Is dominant, acts as a leader",ABC,Disagree Strongly to Agree Strongly,Default,Default,BFI base,Letter only,Chat,bfi,0.0,0.0,0.0,1.0,0.0,"[{'role': 'system', 'content': '\n Please respond with the single letter or number that represents your answer.'}, {'role': 'user', 'content': 'Please indicate the extent to which you agree or disagree with the following statement: ""I am someone who Is dominant, acts as a leader""\nA: Disagree strongly\nB: Disagree a little\nC: Neutral; no opinion\nD: Agree a little\nE: Agree strongly\nAnswer:'}]",D
